spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
c2f3f4b1-7fa4-478f-82de-eef0e1145909,17d82929-a10e-48a4-a2f3-eb0f29d84f85,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"328.4","category":"Cooling Coil - Direct Expansion"}",328.4,MBH,Cooling Coil - Direct Expansion,Total Capacity
850c1117-d431-435a-afc9-bf54d3326f14,17d82929-a10e-48a4-a2f3-eb0f29d84f85,6b991434-66c8-4d7d-929d-ff34a7df9384,Refrigerant Type,,,,,"{"kind":"flat","type":"Refrigerant Type","unit":null,"value":"R-32","category":"Integrated Air Cooled Condensing Unit"}",R-32,,Integrated Air Cooled Condensing Unit,Refrigerant Type
d3a9a156-e53b-49cd-83a0-e7b3dfb55018,17d82929-a10e-48a4-a2f3-eb0f29d84f85,83366f87-b79f-405b-9781-fa6362d82445,Input,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Input","unit":"MBH","value":"600","category":"Capacity"}",600,MBH,Capacity,Input
137f6291-aced-44f4-bf2d-7854c6afeb6d,17d82929-a10e-48a4-a2f3-eb0f29d84f85,29721d76-3701-443f-ad64-6c0e38fea762,Output,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Output","unit":"MBH","value":"486","category":"Capacity"}",486,MBH,Capacity,Output
634ecff7-9133-4f3d-912a-ee7393f2b497,17d82929-a10e-48a4-a2f3-eb0f29d84f85,6134d6e9-682b-4087-bf93-0ec5fdc07f9f,Coil Type,,,,,"{"kind":"flat","type":"Heat Exchanger Type","unit":null,"value":"DIRECT","category":"Heating Section - Gas Fired (Natural Gas)"}",DIRECT,,Heating Section - Gas Fired (Natural Gas),Heat Exchanger Type
1dc58042-6e7a-4046-a06b-3988f64e3230,17d82929-a10e-48a4-a2f3-eb0f29d84f85,ce1d6df2-55ae-4331-a614-f7446b0f8dcc,Filter Type,828c1e07-635d-480c-b0f7-bf107c53c118,MERV 13,,,"{"kind":"flat","type":"MERV","unit":null,"value":"13","category":"Outside Air Filters"}",13,,Outside Air Filters,MERV
ac64408e-fbd4-43f6-a868-c768365fc1c2,17d82929-a10e-48a4-a2f3-eb0f29d84f85,847790a6-c415-430a-80ca-1f6b3360fd8d,Area,,,,,"{"kind":"flat","type":"Area","unit":"SQ. FT.","value":"24.0","category":"Outside Air Filters"}",24.0,SQ. FT.,Outside Air Filters,Area
7f3f2d06-bd0d-4c00-a201-40b6537f9c34,17d82929-a10e-48a4-a2f3-eb0f29d84f85,778e1224-58f6-4cb6-af6f-7227bc5c219a,Height,,,,,"{"kind":"flat","type":"Height","unit":null,"value":"18","category":"Curb"}",18,,Curb,Height
bb139691-ccce-4b91-ad90-10b59581a0b3,17d82929-a10e-48a4-a2f3-eb0f29d84f85,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,,,"{"kind":"flat","type":"Unit Weight w/ Curb","unit":"LBS.","value":"11600","category":"Curb"}",11600,LBS.,Curb,Unit Weight w/ Curb
25cf24ab-4346-477c-ad2f-25fbcea2b20a,17d82929-a10e-48a4-a2f3-eb0f29d84f85,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,"{"kind":"flat","type":"Volts","unit":null,"value":"480","category":"Electrical"}",480,,Electrical,Volts
ab734937-9722-47f5-ad8c-8b427a71b39e,17d82929-a10e-48a4-a2f3-eb0f29d84f85,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,,,"{"kind":"flat","type":"Phase","unit":null,"value":"3","category":"Electrical"}",3,,Electrical,Phase
3bb27096-8889-4344-a434-41b9ecfa8a81,17d82929-a10e-48a4-a2f3-eb0f29d84f85,60970593-c7d5-42e1-bba0-8f1fcf8cd3d9,Full Load Amperage,,,,,"{"kind":"flat","type":"FLA","unit":null,"value":"98","category":"Electrical"}",98,,Electrical,FLA
28799d0f-713c-4988-b37a-fad9540d8f14,17d82929-a10e-48a4-a2f3-eb0f29d84f85,6ef56cbf-210c-46e4-9db6-99aa4e235f87,Minimum Circuit Ampacity,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"125","category":"Electrical"}",125,,Electrical,MCA
722f75fa-1512-4d6c-9b6c-f895d86d63a1,17d82929-a10e-48a4-a2f3-eb0f29d84f85,4e28ed9e-db76-4cf8-bd59-f6d522bf46e5,Maximum Overcurrent Protection,,,,,"{"kind":"flat","type":"MOP","unit":null,"value":"125","category":"Electrical"}",125,,Electrical,MOP
d2f053d7-3782-4a26-8505-5da7255685f8,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"Area/System Served","unit":null,"value":"CLASSROOM ADDITION","category":null}",CLASSROOM ADDITION,,,Area/System Served
e7daa99c-04fa-453c-8cc3-17438e008c63,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Max-Min","unit":"CFM","value":"5310","category":"Minimum Outside Airflow"}",5310,CFM,Minimum Outside Airflow,Max-Min
2dfcd648-a4e4-4368-b050-f7f19f000257,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Min-Min","unit":"CFM","value":"3070","category":"Minimum Outside Airflow"}",3070,CFM,Minimum Outside Airflow,Min-Min
d384fe3c-3c30-44c3-ad5f-1d8b6d52988e,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"TSP","unit":"in. WG","value":"3.95","category":"Supply Fan"}",3.95,in. WG,Supply Fan,TSP
4f4fb1dd-5697-4fd7-ba7e-448fb8145ebd,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"BHP","unit":null,"value":"13.78","category":"Motor"}",13.78,,Motor,BHP
82884df6-c250-48bd-a833-1401dfedb4dc,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"20","category":"Motor"}",20,,Motor,HP
5630cf42-6ef0-48cc-8e4f-e66aa094833a,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"TSP","unit":"in. WG","value":"1.68","category":"Exhaust Fan"}",1.68,in. WG,Exhaust Fan,TSP
e258793a-688b-48b9-9645-995e54fe0358,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"Control Type","unit":null,"value":"VFC","category":"Motor"}",VFC,,Motor,Control Type
a7870920-de8e-4716-8d44-a5e057036120,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"BHP","unit":null,"value":"2.71","category":"Motor"}",2.71,,Motor,BHP
6986279f-2e9a-4c7f-90b8-32d630b26381,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"6","category":"Motor"}",6,,Motor,HP
6d95cda0-d36e-4e48-ab18-69d39618a8cb,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"91.0","category":"Supply Side"}",91.0,°F,Supply Side,E.A.T.
76e7ef1e-2873-4cab-9ca8-d7fc9300c450,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"80.3","category":"Supply Side"}",80.3,°F,Supply Side,L.A.T.
6ec64739-d689-4aef-8616-aa98b00ef249,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.63","category":"Supply Side"}",0.63,IN. WG.,Supply Side,A.P.D.
9b7f852c-de48-4928-8208-0d8e8b32aeba,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"75.0","category":"Exhaust Side"}",75.0,°F,Exhaust Side,E.A.T.
83b29a02-25c8-4462-b901-35f6823f8f7c,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"88.7","category":"Exhaust Side"}",88.7,°F,Exhaust Side,L.A.T.
fac0bf74-054a-4622-bb4d-b306b12375da,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.63","category":"Exhaust Side"}",0.63,IN. WG.,Exhaust Side,A.P.D.
cee73c49-0fb7-4a6b-b277-c0ed29730e40,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"-10.0","category":"Supply Side"}",-10.0,°F,Supply Side,E.A.T.
79940810-64cc-4880-b583-c49b2fbfe9df,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"40.4","category":"Supply Side"}",40.4,°F,Supply Side,L.A.T.
dc3cb443-775f-48fc-ac73-875b0554cb07,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.63","category":"Supply Side"}",0.63,IN. WG.,Supply Side,A.P.D.
7172d5cf-fca5-410e-9275-40cbda041b3d,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"70.0","category":"Exhaust Side"}",70.0,°F,Exhaust Side,E.A.T.
647e224e-1512-46ac-943f-029c0bcc9a04,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"1.6","category":"Exhaust Side"}",1.6,°F,Exhaust Side,L.A.T.
f9feaf79-90d0-42e0-8cfb-88cc33f7cf13,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.63","category":"Exhaust Side"}",0.63,IN. WG.,Exhaust Side,A.P.D.
fe8c43f9-1aa9-4e27-8515-ac5ea65605e8,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Efficiency","unit":"%","value":"83.2","category":"Heat Exchanger (Winter)"}",83.2,%,Heat Exchanger (Winter),Efficiency
e6ce7865-86ad-448d-8353-560b727c85e2,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"77.2","category":"Cooling Coil - Direct Expansion"}",77.2,°F,Cooling Coil - Direct Expansion,E.A.T.
99a0612f-340a-45b4-a437-76c16cec8a7e,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"54.8","category":"Cooling Coil - Direct Expansion"}",54.8,°F,Cooling Coil - Direct Expansion,L.A.T.
5192d27f-be7b-4c08-8b06-dca80d28dd50,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.41","category":"Cooling Coil - Direct Expansion"}",0.41,IN. WG.,Cooling Coil - Direct Expansion,A.P.D.
77fa13d4-b649-46f7-8c56-4b40bded9fbd,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"195.5","category":"Hot Gas Reheat Coil - Direct Expansion"}",195.5,MBH,Hot Gas Reheat Coil - Direct Expansion,Total Capacity
2843df10-1d47-44c0-a298-a04a258f7af0,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.D.B.","unit":"°F","value":"55.8","category":"Hot Gas Reheat Coil - Direct Expansion"}",55.8,°F,Hot Gas Reheat Coil - Direct Expansion,E.D.B.
fd803658-8e87-4599-b4d4-ea82b552926f,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.D.B.","unit":"°F","value":"69.8","category":"Hot Gas Reheat Coil - Direct Expansion"}",69.8,°F,Hot Gas Reheat Coil - Direct Expansion,L.D.B.
ecb40daf-9665-4af2-8bab-b5fbefa16182,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.08","category":"Hot Gas Reheat Coil - Direct Expansion"}",0.08,IN. WG.,Hot Gas Reheat Coil - Direct Expansion,A.P.D.
3bef6677-1b3c-42f1-9e01-3525c31347d1,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"Design Max Ambient Temp. at DX Cooling","unit":"°F","value":"95","category":"Integrated Air Cooled Condensing Unit"}",95,°F,Integrated Air Cooled Condensing Unit,Design Max Ambient Temp. at DX Cooling
2ed0063a-a110-456e-9bbf-e5e3e092fdaa,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"Design Min Ambient Temp. at DX Cooling","unit":"°F","value":"45","category":"Integrated Air Cooled Condensing Unit"}",45,°F,Integrated Air Cooled Condensing Unit,Design Min Ambient Temp. at DX Cooling
f544d40f-957c-4fca-b1a4-757a28d311e3,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"57.9","category":"Air Temp"}",57.9,°F,Air Temp,E.A.T.
7998f0d9-a083-4852-ad8d-8fbc9db068a5,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"92.4","category":"Air Temp"}",92.4,°F,Air Temp,L.A.T.
57590dc6-a01d-4391-b1c5-0012e72ddec3,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"Min","unit":null,"value":"6","category":"Manufacturer Required Inlet Pressure At Gas Train"}",6,,Manufacturer Required Inlet Pressure At Gas Train,Min
fbf01c6c-720f-4dfd-9780-8ef810ff3121,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"Max","unit":null,"value":"10.5","category":"Manufacturer Required Inlet Pressure At Gas Train"}",10.5,,Manufacturer Required Inlet Pressure At Gas Train,Max
cf15ea66-0b56-4e36-b624-f1c967d6e55b,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"SP Total","unit":"in. WG","value":"1.08","category":"Outside Air Filters"}",1.08,in. WG,Outside Air Filters,SP Total
0cb40910-7860-46d6-8484-2916633917fd,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"Standard","unit":null,"value":"NO","category":"Curb"}",NO,,Curb,Standard
7787f854-e05c-4d03-b360-33c4114346af,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"Vibration Isolation Spring Curb","unit":null,"value":"YES","category":"Curb"}",YES,,Curb,Vibration Isolation Spring Curb
87bc9c0e-b789-4ebf-b422-79ef3dc7344e,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"SA/RA Config.","unit":null,"value":"BOTTOM","category":"Curb"}",BOTTOM,,Curb,SA/RA Config.
95f1a3b1-ed7a-42ae-b639-151b791fb689,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"EA/OA Config.","unit":null,"value":"BOTTOM","category":"Curb"}",BOTTOM,,Curb,EA/OA Config.
914a6fec-cad9-4673-bedf-4eb4c3bf8a9a,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,b587274f-851a-4db2-a430-02c0c13ca0b2,kiloampere,"{"kind":"flat","type":"SCCR","unit":"KA","value":"5","category":"Electrical"}",5,KA,Electrical,SCCR
109eee81-f66f-47f1-a91d-a042470998a3,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"Options/Accessories","unit":null,"value":"B","category":null}",B,,,Options/Accessories
8a198676-9d09-4dea-9277-010194b5df75,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"Model Number","unit":null,"value":"RN-026-3-0-HABY-V0-21-000-A","category":null}",RN-026-3-0-HABY-V0-21-000-A,,,Model Number
0358ab37-f6ea-452d-8638-03bd45fa6a73,17d82929-a10e-48a4-a2f3-eb0f29d84f85,,,,,,,"{"kind":"flat","type":"Keyed Notes","unit":null,"value":null,"category":null}",,,,Keyed Notes
46c2765a-aad5-4ab3-860d-a0674a235956,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,,,"{"kind":"flat","type":"CFM","unit":null,"value":"13200","category":null}",13200,,,CFM
994f7023-96f9-4b5e-b726-9316b9f7b80a,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,385a8abb-6167-4062-88c6-d7ffc22a5a39,External Static Pressure,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"ESP","unit":"in. WG","value":"1.50","category":"Supply Fan"}",1.50,in. WG,Supply Fan,ESP
428b0bbe-75fd-4922-baf7-c3de2fdea0f6,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,cb8c6b90-9701-476a-87e6-2e3c919b1050,Control Type,,,,,"{"kind":"flat","type":"Control Type","unit":null,"value":"SZ VAV","category":"Motor"}",SZ VAV,,Motor,Control Type
e31c2d30-9af0-4d1d-b9d7-1e2719268038,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,436ebb8d-e96c-4b05-9e52-601fe0335dea,CFM,,,,,"{"kind":"flat","type":"CFM","unit":null,"value":"12910","category":"Exhaust Fan"}",12910,,Exhaust Fan,CFM
9553597d-ee4d-43bf-a4b3-d8fe5f16bc81,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,7d359b11-a93f-466b-a04d-688e6e3334cd,External Static Pressure in Water Column,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"ESP","unit":"in. WG","value":"0.75","category":"Exhaust Fan"}",0.75,in. WG,Exhaust Fan,ESP
244ddeb8-8112-4385-b2e5-026e1b7e940e,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,e20e886d-fb80-4bb8-b25f-374b29304f6b,Efficiency,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Efficiency","unit":"%","value":"73.8","category":"Heat Exchanger (Summer)"}",73.8,%,Heat Exchanger (Summer),Efficiency
187ee1fd-3876-4657-84a0-05e83716e3e6,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"327","category":"Cooling Coil - Direct Expansion"}",327,MBH,Cooling Coil - Direct Expansion,Total Capacity
c5bcb7b6-90cf-45c9-a2e5-334d21865b24,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,6b991434-66c8-4d7d-929d-ff34a7df9384,Refrigerant Type,,,,,"{"kind":"flat","type":"Refrigerant Type","unit":null,"value":"R-32","category":"Integrated Air Cooled Condensing Unit"}",R-32,,Integrated Air Cooled Condensing Unit,Refrigerant Type
66330c7f-6f7b-4232-a9b0-19b357442466,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,83366f87-b79f-405b-9781-fa6362d82445,Input,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Input","unit":"MBH","value":"600","category":"Capacity"}",600,MBH,Capacity,Input
8e548c23-e2cd-4ca3-bb74-1153785157bb,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,29721d76-3701-443f-ad64-6c0e38fea762,Output,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Output","unit":"MBH","value":"486","category":"Capacity"}",486,MBH,Capacity,Output
30470a95-2ed0-457e-94f8-f086d92a9f85,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,6134d6e9-682b-4087-bf93-0ec5fdc07f9f,Coil Type,,,,,"{"kind":"flat","type":"Heat Exchanger Type","unit":null,"value":"DIRECT","category":"Heating Section - Gas Fired (Natural Gas)"}",DIRECT,,Heating Section - Gas Fired (Natural Gas),Heat Exchanger Type
29d69116-2bd0-4340-9a36-419ba4773729,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,ce1d6df2-55ae-4331-a614-f7446b0f8dcc,Filter Type,828c1e07-635d-480c-b0f7-bf107c53c118,MERV 13,,,"{"kind":"flat","type":"MERV","unit":null,"value":"13","category":"Outside Air Filters"}",13,,Outside Air Filters,MERV
1ff3431b-e2d1-49f5-a9e6-2e96dc8a8c05,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,847790a6-c415-430a-80ca-1f6b3360fd8d,Area,,,,,"{"kind":"flat","type":"Area","unit":"SQ. FT.","value":"24.0","category":"Outside Air Filters"}",24.0,SQ. FT.,Outside Air Filters,Area
73df7b01-4bd1-4272-a985-41bbaa9c171e,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,778e1224-58f6-4cb6-af6f-7227bc5c219a,Height,,,,,"{"kind":"flat","type":"Height","unit":null,"value":"18","category":"Curb"}",18,,Curb,Height
6f279475-6c9a-4907-90ce-49d300c2298d,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,,,"{"kind":"flat","type":"Unit Weight w/ Curb","unit":"LBS.","value":"11800","category":"Curb"}",11800,LBS.,Curb,Unit Weight w/ Curb
203c3a3d-38f3-4d9e-851a-d69566994635,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,"{"kind":"flat","type":"Volts","unit":null,"value":"480","category":"Electrical"}",480,,Electrical,Volts
2b661e0d-5e6f-4170-8d7d-0dbbce5674a0,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,,,"{"kind":"flat","type":"Phase","unit":null,"value":"3","category":"Electrical"}",3,,Electrical,Phase
e283ea32-324b-48a1-9955-8163390d4bc6,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,60970593-c7d5-42e1-bba0-8f1fcf8cd3d9,Full Load Amperage,,,,,"{"kind":"flat","type":"FLA","unit":null,"value":"117","category":"Electrical"}",117,,Electrical,FLA
f47a19e9-b980-4949-b7da-a542d47e1c60,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,6ef56cbf-210c-46e4-9db6-99aa4e235f87,Minimum Circuit Ampacity,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"125","category":"Electrical"}",125,,Electrical,MCA
441e8db8-6a93-4302-8271-e6ffa79014ec,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,4e28ed9e-db76-4cf8-bd59-f6d522bf46e5,Maximum Overcurrent Protection,,,,,"{"kind":"flat","type":"MOP","unit":null,"value":"125","category":"Electrical"}",125,,Electrical,MOP
eca8c2fa-70e7-466c-92f4-8a58acc7a0bd,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,,,,,,,"{"kind":"flat","type":"Area/System Served","unit":null,"value":"CAFETERIA","category":null}",CAFETERIA,,,Area/System Served
68cbfd21-cb26-4de9-8d6c-95648faa7df9,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Max-Min","unit":"CFM","value":"5745","category":"Minimum Outside Airflow"}",5745,CFM,Minimum Outside Airflow,Max-Min
033b06b2-5bfb-4dce-8790-42472ac796d8,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Min-Min","unit":"CFM","value":"2525","category":"Minimum Outside Airflow"}",2525,CFM,Minimum Outside Airflow,Min-Min
de6df19d-12dd-4cb1-b878-76b177a62ede,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"TSP","unit":"in. WG","value":"4.02","category":"Supply Fan"}",4.02,in. WG,Supply Fan,TSP
4f576af2-2a4d-42e1-ab10-5d83b681d1f4,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,,,,,,,"{"kind":"flat","type":"BHP","unit":null,"value":"7.12","category":"Motor"}",7.12,,Motor,BHP
31d257dc-a7d3-4d84-add2-c219572785a4,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"10","category":"Motor"}",10,,Motor,HP
7853b978-38f9-4c0d-93f2-129601398678,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"TSP","unit":"in. WG","value":"1.93","category":"Exhaust Fan"}",1.93,in. WG,Exhaust Fan,TSP
802d0224-a847-47cf-b26b-fb0d13fc8abd,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,,,,,,,"{"kind":"flat","type":"Control Type","unit":null,"value":"VFC","category":"Motor"}",VFC,,Motor,Control Type
66e39fbb-a2fb-4782-b8af-6ee3e5f96340,54e7ceff-a1b1-49c0-a5b6-b5681e2d4bc2,,,,,,,"{"kind":"flat","type":"BHP","unit":null,"value":"3.31","category":"Motor"}",3.31,,Motor,BHP
